age,marital,default,housing,loan,day,month,campaign,pdays,previous,job_indexed,education_indexed,balance_normalized,duration_normalized,term_deposit
54,0,0,0,0,21,8,6,-1,0,1,1,0.404816514,0.325581395,0
52,2,0,0,0,21,8,2,-1,0,0,2,0.584862385,0.171735242,0
34,2,1,0,0,21,8,2,-1,0,9,0,0.357798165,0.711985689,0
34,1,0,0,0,21,8,2,-1,0,2,0,0.357798165,0.291592129,0
40,2,0,0,0,21,8,2,-1,0,1,1,0.400229358,0.554561717,0
47,2,0,0,0,21,8,2,-1,0,1,1,0.63853211,0.338103757,0
38,1,0,0,0,21,8,2,-1,0,2,0,0.357798165,0.118067979,0
36,1,0,0,0,21,8,2,-1,0,2,0,0.428899083,0.205724508,0
35,2,0,0,1,21,8,2,-1,0,1,1,0.382798165,0.459749553,0
36,2,0,0,0,21,8,4,-1,0,1,1,0.365825688,0.440071556,0
36,1,0,0,0,21,8,2,-1,0,1,1,0.643577982,0.112701252,0
40,1,0,0,0,21,8,2,-1,0,2,0,0.488990826,1,0
30,1,0,0,0,21,8,2,-1,0,2,1,0.402752294,0.375670841,0
51,2,0,0,0,21,8,2,-1,0,1,1,0.357110092,0.141323792,0
38,2,0,0,0,21,8,2,-1,0,2,0,0.360779817,0.556350626,0
40,2,0,0,0,21,8,6,-1,0,1,1,1,0.250447227,0
42,2,0,0,0,21,8,2,-1,0,2,0,0.358944954,0.175313059,0
31,1,0,0,0,21,8,2,-1,0,1,1,0.357798165,0.389982111,0
33,1,0,0,0,21,8,2,-1,0,2,1,0.406651376,0.271914132,0
33,2,0,0,0,21,8,2,-1,0,1,1,0.357798165,0.182468694,0
33,1,0,0,0,21,8,4,-1,0,2,1,0.771788991,0.37745975,0
32,2,1,0,0,21,8,2,-1,0,6,0,0.359862385,0.592128801,0
36,2,0,0,0,21,8,2,-1,0,11,2,0.357798165,0.425760286,0
53,2,0,0,0,21,8,2,-1,0,0,3,0.357798165,0.268336315,0
53,2,0,0,0,21,8,6,-1,0,0,0,0.350688073,0.146690519,0
58,2,0,0,0,21,8,2,-1,0,5,2,0.439908257,0.708407871,0
30,2,0,0,0,21,8,6,-1,0,2,1,0.357798165,0.627906977,0
33,2,0,1,0,21,8,2,-1,0,1,1,0.369495413,0.488372093,0
31,1,1,0,0,21,8,2,-1,0,2,1,0.363302752,0.440071556,0
45,2,0,0,0,21,8,2,-1,0,2,1,0.357798165,0.184257603,0
39,1,0,0,0,21,8,2,-1,0,2,1,0.357798165,0.216457961,0
41,0,0,0,0,21,8,2,-1,0,2,0,0.58440367,0.76744186,0
44,2,0,0,0,21,8,2,-1,0,1,0,0.357798165,0.298747764,0
48,2,0,0,1,21,8,2,-1,0,0,2,0.470642202,0.248658318,0
46,2,1,0,1,21,8,2,-1,0,1,1,0.280504587,0.214669052,0
44,0,0,0,0,21,8,4,-1,0,1,1,0.41353211,0.211091234,0
37,1,0,1,0,21,8,2,-1,0,1,1,0.381192661,0.180679785,0
43,2,0,0,0,21,8,2,-1,0,2,1,0.698394495,0.322003578,0
58,2,0,1,0,21,8,6,-1,0,1,1,0.423623853,1,0
50,0,0,1,0,21,8,2,-1,0,1,1,0.376834862,0.071556351,0
34,1,0,0,0,21,8,2,-1,0,2,0,0.510550459,1,1
42,1,1,0,1,21,8,5,-1,0,1,1,0.357798165,0.686940966,0
33,1,0,0,0,21,8,2,-1,0,2,0,0.454587156,0.516994633,0
35,1,0,0,0,21,8,2,-1,0,2,1,0.391513761,0.239713775,0
30,1,0,0,1,21,8,2,-1,0,2,0,0.329587156,0.214669052,0
31,1,0,0,0,21,8,2,-1,0,2,0,0.446788991,0.205724508,0
51,2,0,0,0,21,8,4,-1,0,0,2,0.357798165,0.418604651,0
30,2,0,0,0,21,8,2,-1,0,2,0,0.359862385,0.230769231,0
37,2,0,0,0,21,8,2,-1,0,2,0,0.364220183,0.180679785,0
32,1,0,0,0,21,8,2,-1,0,2,0,0.357798165,0.225402504,0
38,2,0,1,0,21,8,2,-1,0,2,0,0.80733945,0.288014311,0
56,2,0,0,0,21,8,4,-1,0,2,1,0.374541284,1,1
46,2,0,0,0,21,8,2,-1,0,4,0,0.413761468,0.248658318,0
55,2,0,0,0,21,8,2,-1,0,0,3,0.402752294,0.300536673,0
32,1,0,1,0,21,8,2,-1,0,9,1,0.358715596,1,0
36,2,0,0,0,21,8,2,-1,0,1,1,0.357798165,0.309481216,0
53,2,0,0,0,21,8,6,-1,0,0,2,0.884174312,0.11627907,0
52,2,0,0,0,21,8,4,-1,0,0,2,0.569724771,0.166368515,0
50,0,1,0,1,21,8,6,-1,0,4,0,0.309633028,0.273703041,0
36,2,0,0,0,21,8,6,-1,0,2,0,0.616972477,0.398926655,0
45,2,0,0,0,21,8,4,-1,0,0,0,1,0.110912343,0
33,2,0,0,0,21,8,2,-1,0,9,2,0.396100917,0.252236136,0
34,2,0,0,0,21,8,2,-1,0,1,1,0.465137615,0.186046512,0
47,1,0,0,0,21,8,2,-1,0,1,1,0.357798165,0.243291592,0
30,2,0,0,0,21,8,2,-1,0,1,1,1,0.672629696,0
45,2,0,0,1,21,8,2,-1,0,0,0,0.456422018,0.250447227,0
32,1,0,0,0,21,8,2,-1,0,2,1,0.357798165,0.212880143,0
31,1,0,0,0,21,8,4,-1,0,2,1,0.357568807,0.209302326,0
45,2,0,0,1,21,8,4,-1,0,0,2,0.644724771,0.225402504,0
44,0,0,0,0,21,8,4,-1,0,2,0,0.372706422,0.264758497,0
39,2,0,0,0,21,8,2,-1,0,2,0,0.362844037,0.135957066,0
55,2,0,0,0,21,8,2,-1,0,2,1,0.360321101,1,0
34,1,0,0,0,21,8,2,-1,0,2,1,0.357798165,0.216457961,0
33,2,0,0,0,21,8,2,-1,0,1,1,0.392201835,0.270125224,0
57,0,0,0,0,21,8,4,-1,0,2,1,0.379816514,1,1
38,2,0,0,0,21,8,6,-1,0,1,1,1,1,0
35,2,0,0,0,21,8,6,-1,0,2,0,0.414908257,0.366726297,0
53,2,0,0,0,21,8,4,-1,0,2,0,0.390825688,0.504472272,0
42,1,0,0,0,21,8,2,-1,0,2,0,0.357798165,1,0
33,2,0,0,0,21,8,2,-1,0,2,1,0.361238532,0.17352415,0
36,2,0,0,0,21,8,2,-1,0,9,0,0.357798165,0.135957066,0
31,1,0,0,0,21,8,2,-1,0,1,1,0.357798165,0.43470483,0
56,2,0,0,0,21,8,2,-1,0,1,1,0.47293578,0.574239714,0
31,1,0,0,1,21,8,2,-1,0,8,0,0.831651376,0.28980322,0
34,1,0,0,0,21,8,2,-1,0,1,1,0.357798165,0.327370304,0
41,2,0,0,0,21,8,4,-1,0,9,2,0.366743119,0.534883721,0
34,2,0,1,0,21,8,2,-1,0,2,0,0.299311927,0.320214669,0
41,2,0,1,0,21,8,2,-1,0,2,0,0.594495413,0.114490161,0
34,2,0,0,0,21,8,2,-1,0,1,1,0.357798165,0.221824687,0
60,2,0,0,0,21,8,2,-1,0,5,0,0.450458716,0.599284436,0
36,1,0,0,0,21,8,2,-1,0,3,0,0.359633028,0.205724508,0
35,1,0,0,0,21,8,2,-1,0,2,1,0.359633028,0.302325581,0
36,2,0,1,0,21,8,6,-1,0,1,1,0.357798165,0.161001789,0
51,2,0,0,0,21,8,6,-1,0,1,1,0.428211009,0.436493739,0
30,1,0,0,1,21,8,2,-1,0,2,1,0.135321101,0.347048301,0
57,2,0,0,0,21,8,6,-1,0,0,0,1,1,1
40,2,0,0,1,21,8,4,-1,0,2,0,0.701376147,0.248658318,0
34,1,0,1,0,21,8,2,-1,0,1,1,0.561009174,0.186046512,0
57,1,0,0,0,21,8,2,-1,0,2,0,0.381651376,0.531305903,0
33,0,0,0,0,21,8,2,-1,0,2,0,0.359862385,0.162790698,0
57,2,0,0,0,21,8,2,-1,0,2,1,0.385550459,0.241502683,0
34,0,0,0,0,21,8,2,-1,0,1,1,0.357798165,0.220035778,0
48,2,0,0,0,21,8,6,-1,0,6,0,0.378669725,0.243291592,0
30,1,0,0,0,21,8,4,-1,0,2,0,0.357798165,0.296958855,0
30,2,0,0,0,21,8,4,-1,0,1,1,0.486697248,0.245080501,0
55,2,0,0,0,21,8,4,-1,0,2,1,0.668348624,0.974955277,0
52,0,0,0,0,21,8,2,-1,0,2,0,0.40940367,0.103756708,0
30,2,0,1,0,21,8,2,-1,0,2,1,0.454816514,0.411449016,0
32,1,0,0,0,21,8,6,-1,0,1,1,0.368348624,1,1
33,1,0,0,0,21,8,2,-1,0,1,1,0.362385321,0.588550984,0
39,2,0,0,0,21,8,4,-1,0,2,0,0.487155963,0.153846154,0
50,2,0,0,0,21,8,4,-1,0,0,2,0.480045872,0.379248658,0
47,2,0,0,1,21,8,4,-1,0,1,1,0.474541284,1,0
32,1,0,0,0,21,8,5,-1,0,1,1,0.458256881,0.568872987,0
54,2,0,0,0,21,8,4,-1,0,6,0,0.375458716,0.322003578,0
31,1,0,0,0,21,8,4,-1,0,2,1,0.398165138,0.431127013,0
55,2,0,0,0,21,8,4,-1,0,0,2,0.449541284,0.245080501,0
48,2,0,0,0,21,8,4,-1,0,0,0,0.818348624,0.425760286,0
37,2,0,0,0,21,8,6,-1,0,1,1,0.524541284,0.314847943,0
52,2,0,0,0,21,8,4,-1,0,3,1,0.361697248,0.17352415,0
31,1,0,0,0,21,8,4,-1,0,2,0,0.473853211,0.076923077,0
35,1,0,0,0,21,8,5,-1,0,1,1,0.375,0.218246869,0
34,2,0,1,0,21,8,6,-1,0,2,1,1,0.021466905,0
37,2,0,0,0,21,8,4,-1,0,1,0,0.364908257,0.212880143,0
45,2,0,0,0,21,8,6,-1,0,0,0,0.628211009,0.307692308,0
31,1,0,0,0,21,8,4,-1,0,2,1,0.363761468,0.749552773,0
33,0,0,0,0,21,8,4,-1,0,1,1,0.457110092,1,0
31,1,0,0,0,21,8,4,-1,0,2,1,0.383027523,0.425760286,0
48,0,0,0,0,21,8,4,-1,0,2,0,0.357798165,0.135957066,0
57,2,0,0,0,21,8,6,-1,0,6,0,0.841513761,0.191413238,0
31,2,0,0,0,21,8,2,-1,0,2,0,0.364220183,0.313059034,0
43,2,0,0,0,21,8,6,-1,0,2,1,0.409633028,0.279069767,0
50,2,0,0,0,21,8,2,-1,0,1,1,0.357798165,0.15921288,0
32,2,0,0,0,21,8,4,-1,0,1,0,0.38853211,0.323792487,0
32,1,0,0,0,21,8,2,-1,0,2,1,0.357798165,1,0
60,2,0,0,0,21,8,2,-1,0,0,0,0.357798165,0.198568873,0
50,2,0,0,0,21,8,4,-1,0,4,0,0.70206422,1,1
40,2,0,0,0,21,8,6,-1,0,2,1,0.421559633,0.098389982,0
32,2,0,0,0,21,8,2,-1,0,9,0,0.357798165,0.778175313,0
30,1,0,0,1,21,8,2,-1,0,4,1,0.248394495,1,1
60,2,0,0,0,21,8,6,-1,0,4,0,0.689449541,0.506261181,0
52,2,0,0,0,21,8,4,-1,0,4,0,0.357798165,0.361359571,0
53,2,0,0,1,21,8,2,-1,0,3,0,0.381880734,0.132379249,0
50,2,0,0,0,21,8,2,-1,0,11,3,0.357798165,0.214669052,0
58,2,0,0,0,21,8,2,-1,0,5,1,0.357798165,0.24686941,0
36,1,0,0,0,21,8,2,-1,0,2,0,0.361926606,0.119856887,0
39,2,0,0,0,21,8,4,-1,0,1,1,0.812155963,1,0
35,2,0,0,1,21,8,2,-1,0,2,0,0.565366972,0.203935599,0
40,2,0,1,0,21,8,6,-1,0,1,1,0.518348624,0.157423971,0
31,1,0,0,0,21,8,2,-1,0,2,1,0.455045872,0.166368515,0
39,1,0,1,0,21,8,4,-1,0,1,1,0.377522936,0.250447227,0
45,2,0,0,0,21,8,6,-1,0,1,1,0.252522936,0.908765653,0
57,2,0,0,0,21,8,6,-1,0,3,3,0.67912844,0.162790698,0
30,1,0,1,0,21,8,6,-1,0,2,1,1,0.427549195,0
44,2,0,0,0,21,8,5,-1,0,1,1,1,1,0
47,1,0,0,0,21,8,4,-1,0,1,1,0.458715596,0.127012522,0
47,2,0,0,0,21,8,6,-1,0,0,2,0.465137615,0.68157424,0
34,1,0,0,0,21,8,2,-1,0,1,1,0.357798165,0.341681574,0
56,2,0,0,0,21,8,6,-1,0,3,0,0.746330275,1,1
31,1,0,0,0,21,8,4,-1,0,1,1,0.42293578,0.080500894,0
37,2,0,0,0,21,8,2,-1,0,1,1,0.424770642,0.237924866,0
45,2,0,0,0,21,8,2,-1,0,1,1,0.357798165,0.257602862,0
34,1,0,1,0,21,8,2,-1,0,2,0,0.40412844,0.203935599,0
37,0,0,0,0,21,8,4,-1,0,2,0,0.353669725,1,0
33,2,0,1,1,21,8,2,-1,0,1,1,0.389220183,0.125223614,0
46,2,1,0,0,21,8,6,-1,0,1,1,0.483715596,0.155635063,0
34,1,0,0,0,21,8,4,-1,0,1,1,0.357798165,0.230769231,0
33,1,0,0,1,21,8,2,-1,0,2,1,1,0.894454383,0
36,2,0,0,0,21,8,1,-1,0,1,1,0.476605505,0.085867621,0
33,0,0,1,0,21,8,1,-1,0,2,0,0.485550459,0.647584973,0
30,2,0,0,0,21,8,1,-1,0,1,1,0.392431193,0.216457961,0
48,2,0,1,0,21,8,6,-1,0,1,1,0.360321101,0.182468694,0
37,2,0,0,0,21,8,6,-1,0,1,1,0.362614679,0.089445438,0
43,2,0,0,0,21,8,3,-1,0,1,1,0.357798165,0.227191413,0
30,1,0,0,0,21,8,1,-1,0,1,1,0.370412844,0.236135957,0
37,2,0,1,1,21,8,3,-1,0,6,0,0.528440367,0.288014311,0
37,2,0,1,0,21,8,6,-1,0,1,0,0.474770642,0.27549195,0
53,1,0,0,0,21,8,1,-1,0,2,1,0.358027523,0.339892665,0
33,2,0,0,0,21,8,1,-1,0,2,0,1,0.121645796,0
55,2,0,0,0,21,8,1,-1,0,0,0,0.402752294,0.14490161,1
42,1,0,1,0,21,8,1,-1,0,2,0,0.36353211,0.264758497,0
34,1,0,0,0,21,8,1,-1,0,2,0,0.394724771,0.726296959,0
49,0,0,0,0,21,8,3,-1,0,2,0,0.37087156,0.708407871,0
34,1,0,0,1,21,8,4,-1,0,1,1,0.402981651,0.490161002,0
49,2,0,0,0,21,8,3,-1,0,4,0,0.449541284,0.270125224,0
52,2,0,0,0,21,8,3,-1,0,1,1,0.424541284,0.268336315,0
57,2,0,0,0,21,8,5,-1,0,2,1,0.357798165,0.432915921,0
57,2,0,0,0,21,8,3,-1,0,5,2,0.357798165,0.704830054,0
51,2,0,0,0,21,8,5,-1,0,9,1,0.584862385,0.338103757,0
33,1,0,0,0,21,8,3,-1,0,2,1,0.430275229,0.225402504,0
33,0,0,0,0,21,8,6,-1,0,2,0,0.357798165,0.400715564,0
32,1,0,0,0,21,8,5,-1,0,1,1,0.367201835,1,1
35,2,0,1,0,21,8,3,-1,0,2,0,0.37706422,0.742397138,0
31,2,0,0,0,21,8,3,-1,0,1,1,0.438302752,0.295169946,0
35,1,0,0,0,21,8,6,-1,0,1,1,0.357798165,0.327370304,0
32,1,0,0,1,21,8,3,-1,0,1,1,0.393119266,0.538461538,0
37,2,0,0,0,21,8,6,-1,0,1,0,0.366513761,0.168157424,0
55,2,0,0,0,21,8,3,-1,0,0,0,0.505504587,0.075134168,0
39,2,0,0,0,21,8,3,-1,0,1,1,0.670412844,0.525939177,0
36,2,0,0,0,21,8,3,-1,0,6,2,0.394724771,0.427549195,0
32,1,0,0,0,21,8,3,-1,0,2,1,0.398623853,0.284436494,0
33,1,0,0,0,21,8,3,-1,0,1,1,0.405045872,0.413237925,0
34,1,0,0,0,21,8,3,-1,0,6,1,0.463761468,1,1
53,2,0,0,0,21,8,6,-1,0,9,2,0.373853211,0.137745975,0
35,2,0,0,0,21,8,3,-1,0,11,2,1,0.554561717,0
59,2,0,1,1,21,8,5,-1,0,0,2,0.357798165,0.250447227,0
30,2,0,0,0,21,8,2,-1,0,1,1,0.357798165,0.254025045,0
47,2,0,0,0,21,8,3,-1,0,2,0,0.360321101,0.329159213,0
31,1,0,0,0,21,8,3,-1,0,2,0,0.358715596,0.182468694,0
31,2,0,0,0,21,8,5,-1,0,9,2,0.36353211,0.302325581,0
32,2,0,0,0,21,8,3,-1,0,2,0,0.357798165,0.214669052,0
34,2,0,0,0,21,8,3,-1,0,1,0,0.439220183,0.561717352,0
47,2,0,0,0,21,8,4,-1,0,6,0,1,0.338103757,0
34,2,0,0,0,21,8,3,-1,0,2,0,0.362844037,0.483005367,0
33,2,0,0,1,21,8,3,-1,0,1,1,0.357798165,0.264758497,0
42,2,0,0,0,21,8,1,-1,0,1,1,0.366284404,0.534883721,0
40,2,0,0,0,21,8,4,-1,0,2,0,0.430733945,0.350626118,0
41,2,0,0,0,21,8,6,-1,0,1,0,0.357798165,0.500894454,0
36,1,0,0,0,21,8,1,-1,0,2,0,0.357798165,0.075134168,0
30,1,0,0,0,21,8,1,-1,0,2,1,0.373623853,0.53667263,0
54,2,0,0,0,21,8,6,-1,0,1,1,0.607798165,0.286225403,0
33,1,0,0,0,21,8,3,-1,0,2,1,0.416284404,0.441860465,0
33,1,0,0,0,21,8,5,-1,0,1,1,0.382798165,0.218246869,0
59,2,0,0,0,21,8,1,-1,0,9,0,0.461926606,0.28980322,0
30,1,0,0,0,21,8,1,-1,0,2,0,0.360779817,0.677996422,0
47,2,0,0,0,21,8,4,-1,0,0,2,0.357798165,0.88372093,0
53,2,0,0,0,21,8,1,-1,0,0,2,0.357798165,0.348837209,0
35,1,0,0,0,21,8,1,-1,0,1,0,0.357798165,0.291592129,0
31,1,0,0,0,21,8,1,-1,0,2,1,0.369266055,1,0
60,2,0,0,0,21,8,1,-1,0,1,1,0.373853211,0.064400716,0
55,2,0,0,1,21,8,6,-1,0,0,2,0.904587156,0.592128801,0
46,2,0,0,0,21,8,3,-1,0,0,2,0.421559633,0.273703041,0
35,1,0,1,0,21,8,1,-1,0,1,1,0.324311927,0.481216458,0
49,2,0,0,0,21,8,1,-1,0,0,2,0.793119266,0.284436494,0
30,1,0,0,0,21,8,1,-1,0,1,1,0.416055046,0.361359571,0
37,2,0,0,0,22,8,6,-1,0,2,0,0.720183486,0.164579606,0
52,2,0,0,0,22,8,5,-1,0,5,0,0.357798165,0.627906977,0
33,0,1,0,0,22,8,2,-1,0,2,0,0.359174312,0.427549195,0
55,2,0,0,0,22,8,2,-1,0,1,1,0.357798165,0.114490161,0
52,2,0,0,0,22,8,2,-1,0,5,2,0.359174312,0.146690519,0
43,1,0,0,0,22,8,2,-1,0,2,1,0.371100917,0.17352415,0
38,2,0,0,0,22,8,2,-1,0,2,1,0.510091743,0.432915921,0
32,1,0,0,0,22,8,2,-1,0,1,1,0.357798165,0.644007156,0
44,2,0,0,0,22,8,5,-1,0,1,1,0.366513761,0.175313059,0
41,2,0,0,0,22,8,6,-1,0,2,0,0.666055046,0.302325581,0
47,2,0,0,0,22,8,6,-1,0,0,0,1,0.211091234,0
50,2,0,0,0,22,8,4,-1,0,4,2,0.321559633,0.363148479,0
41,2,0,0,0,22,8,6,-1,0,1,1,1,0.243291592,0
52,2,0,1,0,22,8,5,-1,0,1,1,0.664908257,0.613595707,0
31,2,0,0,0,22,8,5,-1,0,2,1,0.362844037,0.218246869,0
33,1,0,0,0,22,8,6,-1,0,2,1,0.476146789,0.135957066,0
47,2,0,0,1,22,8,6,-1,0,3,0,0.364449541,0.268336315,0
34,2,0,1,0,22,8,2,-1,0,2,0,0.417431193,0.254025045,0
33,1,0,0,0,22,8,2,-1,0,2,0,0.361926606,0.166368515,0
53,2,0,0,1,22,8,2,-1,0,1,1,0.365137615,0.218246869,0
37,1,0,0,0,22,8,2,-1,0,8,0,0.367431193,0.177101968,0
34,1,0,0,0,22,8,2,-1,0,2,0,0.410321101,0.27549195,0
32,1,0,0,0,22,8,2,-1,0,2,0,0.26146789,1,0
31,0,0,0,0,22,8,2,-1,0,2,1,0.357798165,0.227191413,0
52,2,0,0,0,22,8,4,-1,0,1,1,0.639220183,1,1
45,1,0,0,0,22,8,4,-1,0,2,1,0.357798165,0.155635063,0
58,0,0,0,0,22,8,2,-1,0,4,0,0.399770642,0.298747764,0
37,2,0,0,0,22,8,2,-1,0,1,1,0.582798165,0.241502683,0
46,0,0,0,0,22,8,2,-1,0,2,1,0.479816514,0.878354204,0
30,2,0,1,0,22,8,2,-1,0,2,0,0.449082569,0.198568873,0
43,2,0,0,0,22,8,2,-1,0,2,1,0.357798165,0.139534884,0
60,1,0,0,0,22,8,2,-1,0,6,0,0.363990826,0.071556351,0
30,1,0,0,0,22,8,2,-1,0,2,1,0.357798165,0.060822898,0
33,2,0,0,0,22,8,2,-1,0,1,1,0.612155963,0.547406082,0
46,2,0,0,0,22,8,2,-1,0,0,2,0.416284404,0.169946333,0
42,2,0,0,0,22,8,2,-1,0,1,0,0.490825688,0.119856887,0
47,2,1,0,1,22,8,6,-1,0,1,0,0.357798165,1,0
49,2,0,0,0,22,8,2,-1,0,2,0,0.363990826,0.1019678,0
35,2,0,1,1,22,8,6,-1,0,6,0,0.489220183,0.250447227,0
32,1,0,0,0,22,8,2,-1,0,1,1,0.380275229,0.212880143,0
32,1,0,0,0,22,8,2,-1,0,1,1,0.477522936,1,1
31,2,0,0,0,22,8,2,-1,0,6,1,0.379357798,1,1
47,2,0,0,0,22,8,2,-1,0,2,0,0.391513761,0.243291592,0
41,2,0,0,0,22,8,6,-1,0,2,0,0.57912844,0.601073345,1
32,2,0,0,0,22,8,6,-1,0,2,0,0.361009174,0.559928444,0
46,1,0,0,0,22,8,2,-1,0,9,1,0.662385321,1,0
36,2,0,0,0,22,8,2,-1,0,2,1,0.357798165,0.262969589,0
36,2,0,0,1,22,8,6,-1,0,2,0,0.441743119,0.243291592,0
58,0,0,0,0,22,8,3,-1,0,1,1,0.357798165,0.13059034,0
34,1,0,0,0,22,8,6,-1,0,2,0,0.379587156,0.212880143,0
39,1,0,0,0,22,8,2,-1,0,1,1,0.389678899,0.194991055,0
46,2,0,0,0,22,8,2,-1,0,0,2,0.357798165,0.11627907,0
34,2,0,0,0,22,8,2,-1,0,2,1,0.391972477,1,1
52,2,0,0,0,22,8,4,-1,0,0,0,0.320183486,0.561717352,0
38,2,0,0,0,22,8,2,-1,0,2,0,0.402752294,0.450805009,0
33,1,0,0,0,22,8,2,-1,0,1,1,0.431422018,0.40608229,0
56,2,0,0,0,22,8,2,-1,0,5,0,0.452981651,0.282647585,0
53,2,0,0,0,22,8,4,-1,0,0,2,0.382798165,0.153846154,0
58,2,0,0,0,22,8,2,-1,0,5,1,0.399770642,0.440071556,0
35,0,0,0,0,22,8,2,-1,0,2,0,0.428440367,0.137745975,0
33,1,0,0,0,22,8,2,-1,0,2,1,0.380504587,0.529516995,0
31,1,0,0,0,22,8,2,-1,0,1,1,0.710091743,0.418604651,0
52,2,0,0,0,22,8,2,-1,0,1,0,0.401146789,0.161001789,0
38,1,0,0,0,22,8,2,-1,0,2,0,0.357798165,0.545617174,0
38,2,0,0,0,22,8,2,-1,0,1,1,0.483027523,0.146690519,0
44,0,0,0,0,22,8,2,-1,0,1,1,0.357798165,0.096601073,0
44,2,0,0,0,22,8,2,-1,0,2,0,0.419036697,0.930232558,1
46,2,0,0,0,22,8,6,-1,0,0,2,0.40940367,0.280858676,0
50,2,0,0,0,22,8,4,-1,0,3,0,0.313073394,0.212880143,0
34,2,0,0,0,22,8,6,-1,0,3,0,0.366055046,0.343470483,0
30,1,0,0,0,22,8,2,-1,0,1,1,0.437385321,0.409660107,0
46,2,0,0,1,22,8,6,-1,0,0,2,0.347706422,0.02862254,0
30,1,0,0,0,22,8,2,-1,0,2,1,0.612155963,0.384615385,0
53,2,0,0,0,22,8,2,-1,0,0,1,0.357798165,0.191413238,0
50,2,0,0,0,22,8,4,-1,0,6,2,0.357798165,0.223613596,0
59,2,0,0,0,22,8,3,-1,0,5,3,0.489678899,0.26118068,0
42,2,0,0,0,22,8,4,-1,0,6,0,0.439678899,0.168157424,0
56,2,0,0,0,22,8,4,-1,0,1,1,1,1,0
55,2,0,0,0,22,8,6,-1,0,0,2,0.453899083,0.059033989,0
49,1,0,0,0,22,8,4,-1,0,1,1,0.357798165,0.366726297,0
34,1,0,1,0,22,8,2,-1,0,1,1,0.467431193,0.13059034,0
31,1,0,0,0,22,8,2,-1,0,2,0,0.358027523,0.191413238,0
53,2,0,0,0,22,8,6,-1,0,2,0,0.357798165,0.137745975,0
34,2,1,0,0,22,8,2,-1,0,2,0,0.318348624,0.316636852,0
32,1,0,0,0,22,8,6,-1,0,1,1,0.43440367,1,0
31,1,0,0,0,22,8,2,-1,0,1,1,1,0.248658318,0
57,2,0,0,0,22,8,2,-1,0,2,0,0.362385321,0.212880143,0
48,2,0,0,0,22,8,6,-1,0,1,1,0.663990826,0.880143113,0
37,2,0,0,0,22,8,2,-1,0,1,1,0.364908257,0.128801431,0
38,2,0,0,0,22,8,6,-1,0,2,1,0.357798165,0.146690519,0
59,0,0,0,0,22,8,2,-1,0,1,0,0.357798165,0.223613596,0
49,2,0,0,0,22,8,2,-1,0,3,0,0.357798165,0.205724508,0
41,2,0,0,0,22,8,2,-1,0,1,1,0.363073394,0.143112701,0
33,2,0,0,0,22,8,2,-1,0,1,1,1,1,1
35,2,0,0,0,22,8,2,-1,0,1,1,0.328899083,0.146690519,0
32,1,0,0,0,22,8,2,-1,0,2,0,0.36559633,0.375670841,0
30,2,0,0,0,22,8,2,-1,0,1,0,0.357798165,0.139534884,0
35,1,0,0,0,22,8,2,-1,0,1,0,0.598165138,0.647584973,0
53,2,0,0,0,22,8,2,-1,0,0,0,0.36353211,0.944543828,1
43,2,0,0,0,22,8,2,-1,0,2,0,0.408486239,0.13059034,0
36,1,0,0,0,22,8,2,-1,0,1,1,0.357798165,0.243291592,0
32,1,0,1,0,22,8,2,-1,0,2,1,0.446788991,0.212880143,0
46,0,0,0,1,22,8,2,-1,0,2,0,0.460321101,0.561717352,0
52,2,0,0,0,22,8,2,-1,0,0,2,0.540366972,0.268336315,0
43,2,0,0,0,22,8,2,-1,0,2,0,0.433027523,0.141323792,0
46,2,0,0,0,22,8,2,-1,0,4,2,0.495183486,0.459749553,0
35,2,0,0,0,22,8,6,-1,0,1,1,1,0.04293381,0
30,1,0,0,0,22,8,2,-1,0,2,1,0.357798165,0.123434705,0
33,2,0,0,0,22,8,6,-1,0,1,1,1,0.230769231,0
55,2,0,0,0,22,8,2,-1,0,0,3,0.561926606,1,1
55,2,0,0,0,22,8,4,-1,0,6,0,0.380733945,0.640429338,0
49,2,0,1,1,22,8,6,-1,0,2,0,0.812385321,0.13059034,0
40,2,0,0,0,22,8,6,-1,0,6,0,0.357798165,0.098389982,0
48,2,0,0,0,22,8,6,-1,0,2,0,1,0.112701252,0
35,2,0,0,0,22,8,2,-1,0,2,0,0.362155963,0.479427549,0
51,2,0,0,0,22,8,2,-1,0,1,1,0.357798165,0.198568873,0
58,1,0,0,0,22,8,2,-1,0,1,1,0.357798165,0.128801431,0
58,2,0,0,0,22,8,2,-1,0,0,0,0.442889908,0.13059034,0
37,1,0,0,0,22,8,2,-1,0,1,1,0.533715596,0.286225403,0
60,2,0,0,0,22,8,4,-1,0,0,2,0.555963303,0.119856887,0
36,1,0,0,0,22,8,2,-1,0,1,1,0.706422018,0.180679785,0
45,2,0,0,0,22,8,4,-1,0,9,0,0.730045872,0.343470483,0
33,2,0,0,1,22,8,2,-1,0,6,1,0.407110092,0.511627907,0
52,2,0,0,0,22,8,2,-1,0,0,2,0.585779817,0.194991055,0
35,0,0,0,0,22,8,2,-1,0,2,0,0.370183486,0.13059034,0
36,1,0,0,0,22,8,2,-1,0,2,1,0.66146789,0.152057245,0
31,1,0,0,0,22,8,2,-1,0,2,0,0.38646789,0.139534884,0
57,2,0,0,0,22,8,2,-1,0,9,0,0.357798165,0.352415027,0
